qid,query,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10
101,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: heavy flares swelling lymph nodes\nComplete Answer:","When a heavy flare occurs, swelling of the lymph nodes can occur as a side effect.",Chronic hepatitis B infection with a heavy course of flares and swelling of the lymph nodes is known as hepatitis B.,"May swell your lymph nodes, cause pain, and trigger the formation of a fever.",['Acute Respiratory Infection with Coughing'],"Heavy swelling of the lymph nodes, which causes pain, is a common sign of shingles.","Symptoms of Lyme disease include heavy, sudden fevers, lymphadenopathy, and swollen lymph nodes.",Heavy flare-ups and swelling of the lymph nodes are common side effects of shingles.,Lymph node swelling is a common symptom of rheumatoid arthritis. It occurs as a result of the body's response to an infection in the lymph nodes.,"These may appear as heavy, swollen lymph nodes or swelling in the throat.","Pain, swelling, and stiffness of the arms and legs"
102,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: randomly gotten eczema\nComplete Answer:","Skin eruptions (eczema) can be caused by viruses, bacteria, fungi, scabies, and other pathogens.",It is common to develop eczema on the face. There is also a chance that a person will get eczema on the armpits.,"Many people have had atopic eczema for a long time before it started. If you have atopic eczema, your body produces a protein called serotonin that causes the skin to become inflamed and produce a lot of skin cells.","Generally, eczema occurs on the skin and is caused by a number of factors, including viral infections, allergies, and immune deficiencies.",This is a chronic condition that is not usually contagious. It can occur on the skin or in other parts of the body.,"Symptoms of eczema may include dry skin, itching, redness, burning, and swelling.",Eosinophilic eczema is a type of eczema that is caused by the overproduction of the histamines eicosanoid and serotonin.,Most people don't have any serious symptoms of eczema and it generally clears up by itself in a week or two.,"Atopic eczema can be caused by an infection, allergy, or other skin condition. It may also be caused by an inflammatory process in the body.","Atopic dermatitis is a common inflammatory skin condition characterized by the development of raised red, scaly patches on the skin. Atopic dermatitis is caused by allergens in the air."
105,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: wisdom tooth cuts gum pain\nComplete Answer:",Wisdom teeth may be removed under general anesthesia. The tooth is then resected by a surgeon.,"Gum disease is caused by the inflammation of gum tissue by a tooth-eating bacteria, and can cause pain.","In a very small number of cases, an ingrown tooth can cause pain in the gums. In other cases, the ingrown tooth may cause tooth loss, infection, and the gum may recede.","Wisdom teeth can grow in a painful location, such as the gum. If they are cut or pushed out, it can cause pain in the area.","When wisdom teeth come out, a flap of tissue is formed to cover the tooth. This flap cuts away gum tissue, causing the tooth to be loose. The tooth may be painful and require removal.",The wisdom teeth are not in the mouth; they are in the jaw bone. The pain occurs when the wisdom teeth push against the nerves in the gums.,"Gum recession is a common side effect of wisdom tooth removal. When the gums are inflamed, the teeth may be painful.",The tooth may be cut off and the gum may be irritated.,"A wisdom tooth is a tooth that will come in the back of your mouth. Wisdom teeth are sometimes called the ""baby teeth"" because they are small and can be pushed out.","Wisdom teeth are the last set of teeth that grow into the mouth, and they are usually quite painless."
107,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: medication adhd anxiety\nComplete Answer:",Anxiety and depression may be symptoms of attention deficit hyperactivity disorder (ADHD).,['Luvox'],"ADHD is a combination of traits and symptoms. People with ADHD may also be diagnosed with attention-deficit/hyperactivity disorder, depression, or anxiety.","ADHD-specific medications are marketed under the brand names Concerta, Concerta XR, Concerta XL, Concerta SR, Concerta and Concerta XL.",The medications for ADHD can cause anxiety.,"ADHD medications can cause anxiety and depression, so it's important to talk with your doctor about the best medication for you.",['Ritalin'],"ADHD is a mental disorder in which people have trouble paying attention and staying in one place at a time. It can cause problems with school, relationships, and work.",ADHD is a condition in which the person may have difficulty controlling their emotions and impulses.,"ADHD is a general term for attention deficit hyperactivity disorder (ADD), and sometimes includes an extrasensory perception (e.g., seeing, hearing, feeling, tasting, smelling, etc.) disorder."
108,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: chronic diarrhea short-term memory sweating inability to regulate body temperature heart palpitations dysautonomia\nComplete Answer:","Dysautonomia is a neurological disorder characterized by abnormal sensations in the body. It includes frequent sweating, inability to regulate body temperature, and heart palpitations.","Diarrhea can cause a variety of symptoms, including:","Diarrhea may be associated with edema, which is excessive sweating that causes the skin to cool down. Other symptoms of edema include short-term memory loss, nausea, and vomiting.",Symptoms of dysautonomia include:,"The symptoms of a hypothyroidism include: fatigue, short-term memory loss, sensitivity to light, dry skin and hair, an inability to regulate body temperature, heart palpitations, and dysautonomia.","Symptoms of dysautonomia include inability to regulate body temperature, short-term memory loss, sweating, and short-term memory.","Eating disorders, eating disorders, and eating disorders","For example, symptoms of a convulsion-related delirium include short-term memory loss, sweating, inability to regulate body temperature, and heart palpitations.","Difficulty in controlling body temperature, as well as inability to regulate body temperature may be symptoms of dysautonomia.",Dysautonomia is the inability to regulate body temperature and may involve the following symptoms:
109,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: ehlers danlos syndrome POTS nausea stomach pain\nComplete Answer:","Ehlers-Danlos syndrome (EDS) is a congenital condition in which the body's connective tissue, tendons, and ligaments are all affected.","Ehlers-Danlos syndrome (EDS) is a rare syndrome characterized by sporadic attacks of unexplained episodes of polyarthritis nodularis (POTS), a painful and often sharp burning in the hands and feet.","Ehlers-Danlos syndrome (EDS) is a rare autosomal dominant genetic disorder that causes a variety of symptoms, including:","Ehlers-Danlos syndrome (EDS) is a rare but severe autosomal recessive disorder characterized by progressive optic atrophy (POTS), a disease marked by episodes of unexplained lightheadedness, vertigo, and nausea.",Ehlers-Danlos syndrome (EDS) may cause nausea and stomach pain.,"Ehlers-Danlos syndrome (EDS) is a severe, life-threatening disorder that causes excessive sweating, numbness, and redness in the feet and hands.","Ehlers-Danlos syndrome is a severe form of Raynaud's syndrome, caused by faulty blood clotting. The symptoms of EDS include:","Ehlers-Danlos syndrome (EDS) is a rare autosomal dominant disease affecting the muscle tissue. It is also characterized by limb edema, weakness, and numbness.","POTS is a common symptom of Ehlers-Danlos syndrome. This disorder may cause constipation, nausea, and vomiting.","Ehlers-Danlos syndrome, also known as ehlers-Danlos syndrome or ED, is a rare congenital blood disorder that causes the body to lose platelets and hemoglobin."
112,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: symptoms of asthma\nComplete Answer:","Asthma can be manifested by: A wheezing, chest tightness, and cough","Asthma can cause shortness of breath, wheezing, and coughing.","Asthma is a group of diseases that cause airways to become inflamed. Asthma can be either acute or chronic. The most common symptoms of asthma are: Acute asthma attacks can last from one to four hours, but the symptoms of chronic asthma may last from several weeks to a month.","Asthma attacks are characterized by the occurrence of breathing difficulties, wheezing, coughing, and shortness of breath.","Asthmatic attacks, wheezing, coughing, chest tightness, shortness of breath, and tight chest","Asthma can cause coughing, wheezing, chest tightness, wheezing, and wheezing.","The symptoms of asthma are similar to those of any other disease. They include: Acute attacks of asthma are sudden and exaggerated breathing, which can result in a shortness of breath and wheezing.","Asthma symptoms can vary in their intensity and duration. Symptoms include wheezing, coughing, shortness of breath, chest tightness, and wheezing.","Asthmatic attacks, wheezing, shortness of breath, a runny nose, and cough","Common asthma symptoms include sneezing, coughing, wheezing, and chest tightness."
113,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: asthma and covid\nComplete Answer:",Covid Virus,Asthma is a chronic disease that causes an asthma attack.,Asthma is a chronic lung disease that affects the lungs.,Covid is a virus that causes the common cold.,Covid is a highly contagious virus that causes severe respiratory and gastrointestinal symptoms in people who are infected.,"Covid is a respiratory virus caused by a virus in the coronavirus family, and it has been associated with an increase in the number of people with asthma.",Covid: A Seasonal Influenza,"Asthma is not usually a contagious disease, so the virus cannot be transmitted to other people.",Asthma and Covid: What You Need to Know,"Asthma is a chronic, progressive, immune-mediated disease that affects the airways of the lungs, causing breathing difficulties."
114,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: borderline personality disorder symptoms\nComplete Answer:",impulsive behavior and self-mutilation,"irrational fears, impulsiveness, emotional outbursts, and a lack of impulse control",a person with borderline personality disorder may experience a number of irritability and aggressive traits.,"a) People with borderline personality disorder may have problems with impulse control, and may abuse substances such as alcohol and drugs.",Common symptoms of borderline personality disorder include:,"impulsivity, emotional instability, and a distorted sense of self and reality","Borderline personality disorder is characterized by self-injurious, impulsive behavior, and emotional outbursts.","A lot of impulsive, erratic behavior.","impulsivity, overeating, irritability, rage, and mania","It is not clear whether borderline personality disorder is present in all individuals, but many people with BPD do have some of the underlying symptoms."
116,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: outcome prostate cancer\nComplete Answer:",It is possible for the prostate cancer to be metastatic (become cancer),Men with early stage or metastatic prostate cancer are unlikely to survive.,The most common form of treatment for prostate cancer is surgery.,"For most men, the primary outcome of prostate cancer is death.",Prostate cancer has a good prognosis with the right treatment.,Certain types of prostate cancer may cause an aggressive form of the disease.,Prostate cancer is a relatively common type of cancer.,Prostate cancer is often cured with surgery.,Prostate cancer can be treated successfully with surgery and radiation therapy.,The disease can be cured or re-examined.
117,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: stage 4 metastatic lung cancer outcome\nComplete Answer:",Stage 4 metastatic lung cancer may be metastasized to other parts of the body.,Stage 4 metastatic lung cancer is the most common type of lung cancer and will spread to other organs.,"Stage 4 metastatic lung cancer is highly treatable with surgery, radiation therapy, chemotherapy, and radiation therapy.",Stage IV lung cancer is a type of cancer that has spread to other parts of the body.,"A metastatic, recurrent lung cancer is a type of lung cancer that has spread to other parts of the body.",Stage 4 metastatic lung cancers are usually treated with chemotherapy.,"In stage 4 metastatic lung cancer, the disease has spread to other parts of the body.",It is a stage 4 metastatic lung cancer.,Stage 4 metastatic lung cancer is often a stage 4 lung cancer.,"Stage 4 metastatic lung cancer can spread rapidly, and there is little treatment for it."
118,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: stage 4 triple negative breast cancer treatment\nComplete Answer:","Stage 4 triple negative breast cancer is a rare, aggressive form of cancer.","In the early stages of triple negative breast cancer, surgery is the main treatment.",A triple-negative breast cancer is one that has a negative HER2 and HER3-positive status. It may also have an aggressive form of the breast cancer called a triple-negative breast cancer.,"Stage 4 triple negative breast cancer is characterized by very aggressive growth of the tumor, limited ability to respond to treatment, and decreased survival.",Stage IV triple negative breast cancer is a form of breast cancer that doesn't respond to the treatment options available at this stage.,Breast cancer treatments for stage 4 triple negative breast cancer include chemo and radiation therapy.,The most common treatment for triple negative breast cancer is a combination of chemotherapy and radiotherapy.,"Stage IV is the most common type of breast cancer, and it is the most aggressive and the most treatable.",Stage 4 triple negative breast cancer is the most advanced stage. It is also the most common stage of breast cancer.,Treatments for Stage 4 triple negative breast cancer include surgery and radiation therapy.
119,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: best pillow neck pain\nComplete Answer:","Neck pillows are best for keeping the neck in a neutral position while sleeping, as this can reduce neck and shoulder pain.","The best pillow for neck pain is a soft, fluffy one, as this is the most comfortable.","The best pillow for neck pain is a soft, fluffy, and comfortable one.","The best pillow for neck pain is a soft, supportive mattress or pillow.","Float pillows can help relieve neck and back pain. If you can't afford a float pillow, you can also try a cervical collar.",A cervical collar may be the best option for neck pain.,The best pillow for neck pain is a cervical traction pillow. This keeps the neck aligned and minimizes pressure on the head and neck.,"Having neck pain is normal, so you need to find a pillow that helps to relieve your pain. You can use a cervical pillow, cervical pillow, cervical pillow, or cervical pillow that helps to relieve your neck pain.","If you have neck pain, try a cervical pillow.","Best for relieving neck pain, a cervical cervical pillow is a good choice."
121,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: numb fingers arthritis\nComplete Answer:",Acute gout numbness is a symptom of arthritis.,Pain and tingling in the fingers are common signs of arthritis.,['Arthritis'],Injection of a corticosteroid into the joints can reduce the pain and swelling of arthritis.,Acute rheumatoid arthritis is a common cause of numb fingers in adults. This is a severe form of arthritis and often develops in adolescence.,"Arthritis in the fingers is caused by inflammation of the joints, and can result in numbness and tingling in the fingers.","Arthritis can cause finger numbness, and some patients do not notice that their fingers have become numb, but they can still feel a slight tingling.",Rheumatoid arthritis is a chronic inflammatory disease of the joints.,Arthritis may cause numbness in your fingers.,"['Lou Gehrig's disease', 'Polymyalgia', 'Ecchymosis', 'Facial myalgia', 'Spondylolisthesis', 'Rheumatoid Arthritis', 'Lou Gehrig's syndrome', 'Psoriatic Arthritis']"
123,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: hypothyroidism symptoms\nComplete Answer:","Hypothyroidism is a disease in which your thyroid gland has trouble producing enough thyroid hormone. It may cause you to feel cold, have hair loss, shiver, lose weight, and lose your appetite.","A small, underactive thyroid gland that causes the body to not produce enough thyroid hormone, resulting in fatigue, dry skin, cold intolerance, weight gain, and depression.","The thyroid gland is a small gland that makes thyroid hormone. It plays an important role in the body's metabolism, and hypothyroidism can cause symptoms of low thyroid hormone levels.","Hypothyroidism causes hypothyroidism, a condition in which your thyroid hormones are too low. Hypothyroidism is often confused with Hashimoto's thyroiditis, which causes your thyroid gland to produce too much thyroid hormone.","The thyroid is a gland in the neck that is responsible for producing thyroid hormones, which regulate body temperature and metabolism. Hypothyroidism has some of the same symptoms as hyperthyroidism, but some of the symptoms are more severe.","Hypothyroidism is a condition in which the thyroid gland under-active, causing symptoms such as:","a low level of thyroid hormones in the blood, dry skin, hair loss, cold intolerance, anaemia, and thyrotoxicosis","Hypothyroidism may cause dry skin, weight loss, fatigue, shivering, and a feeling of heaviness in your hands and feet.","Hyperthyroidism can cause weight gain, fatigue, dry skin, and loss of muscle mass.",Normal-looking hair growth is one of the symptoms of hypothyroidism.
126,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: birth control suppression antral follicle count\nComplete Answer:",Antral follicle count is the number of antral follicles in the epididymes and ovaries.,"The average number of antral follicles is 5,000 if the contraceptive is very effective, 4,000 if it is not, and 30,000 if it isn't.","Pregnancy can be caused by a variety of factors, including:","Antral follicle count is a sex marker in early pregnancy and is often used for detection of preterm birth, but is not a good indicator of ovulation.","Antral follicle count is often used as a marker of early pregnancy, but its role in a menstrual cycle has not been well established.","The antral follicle count will increase in the presence of hormone suppression, which is caused by the hormonal contraceptive pill.","Antral follicle count is used to measure the number of antral follicles that are present in the antral cavity, the space just above the surface of the uterus.","Having antral follicle count abnormalities (as in infertility) is a common complication of hormonal contraceptives, and may indicate that the hormones are suppressing ovulation.",A low antral follicle count is one of the early signs of menopause.,The suppression of antral follicle count by hormonal contraception can lead to menopause and other problems.
127,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: glasses for computer\nComplete Answer:",['IPad'],"['Krefelder', 'Dentistry', 'Hypnosis']",['Computer glasses'],"['Ballistic Glasses', 'Reading Glasses', 'Glasses for Computers', 'Spectator Glasses']","Using computer glasses can reduce your risk of developing eye diseases such as macular degeneration, glaucoma, and cataracts.",['Screen protectors'],['Rotary glasses'],"['LumiNova X-Pro,' 'Stickman Proxima,' 'Saturn-Viz Earphones']","['Computer glasses', 'Digital glasses']",Eyeglasses can provide a way to wear eye protection while you work at a computer.
130,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: neck and shoulder stretches\nComplete Answer:",Neck and shoulder stretches are exercises that help strengthen and stretch the muscles of the neck and shoulders.,Lie on your side with your head raised to one side. Place your hands behind your back and lift your arms up towards the ceiling. Move your shoulders and neck away from you in a circular motion. Bring your arms around your body and then bring them back down.,"Several exercises can be done to stretch out your neck and shoulders, such as:",The best way to stretch your neck and shoulders is to do some light stretches. Stretches that are done on the floor will not work as well as those that are done on an exercise machine.,"To stretch the neck and shoulders, start by lying on your side with your arms at your sides. Place your hands on your shoulders and hold for five seconds.",Aim to do 3 sets of 10 to 15 repetitions.,"Stretching your neck and shoulders can help to relieve tension in your neck and shoulders. Try to stretch for about a minute at a time, three times a day.","If you have stiff neck or shoulders, or are in pain from a recent injury, you might want to try stretching them.",Stretch your neck and shoulders by putting one arm under your head and the other over your shoulder. Hold for five seconds and then switch to the other side. Do this for at least 10 minutes three times a day.,"Stretch your neck to the side, then move to the front, and stretch your shoulders forward."
131,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: exercises for better posture\nComplete Answer:","If you sit for too long or try to move around too much, you can also help your posture by improving your sitting position.","Some exercises to improve your posture are standing with your feet shoulder width apart, leaning forward with your back straight, and placing your hands on the floor with your palms facing up.",Lie down on your back and take a few deep breaths. Slowly lift your shoulders and back off the floor. Keep your shoulders down and your spine aligned.,Stand in a chair with your feet on the floor with your back straight. You can also stand with one foot in front of the other. Make sure that your butt is flat on the floor.,You can do yoga to improve posture and spinal alignment.,You may want to try these exercises to improve your posture:,"Posture exercises for improving posture can improve your appearance, but they can also cause discomfort and pain.",Some exercises to improve your posture include:,"Better posture can be achieved by sitting straight, maintaining good body positioning, and standing or sitting with your legs crossed.",Exercises to improve posture include :
132,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: headpats scalp psoriasis\nComplete Answer:",Head patting can be effective in treating psoriasis.,Head pats can be beneficial in treating psoriasis and itching.,"Itching, burning, and itchiness are common side effects of headbathing.","It is not known whether head pats will help with scalp psoriasis, but it may make symptoms more bearable.",The combination of the cutaneous inflammatory reaction with head-patches may make psoriasis more recalcitrant.,Psoriasis is a common condition of the scalp caused by psoriasis vulgaris (PsV) and related to certain types of stress.,"Psoriasis is a chronic skin condition that affects the scalp, usually in the form of plaque psoriasis.","Psoriasis may be caused by a variety of different factors, including immune system disorders, skin infections, inflammatory response, dietary conditions, and stress.",Psoriasis is a condition in which the skin is inflamed. The inflammation is primarily caused by the immune system attacking the skin cells.,"Psoriasis is a skin condition characterized by thick, red patches that form on the scalp."
