qid,query,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10
105,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: wisdom tooth cuts gum pain\nComplete Answer:",Wisdom teeth are soft and do not cause pain.,"Wisdom teeth are impacted by the growth of gum tissue, which causes gum pain.","Generally, wisdom teeth have been found to reduce gum pain.","Often the gums between teeth are painful. When a tooth is pulled, the tissue around the tooth is cut to make it easier for the tooth to come out.",This is because the incisor is in the back of the upper jaw. The impacted wisdom tooth is in the front of the upper jaw.,"Wisdom teeth are not painful, but can be an issue when there is a problem with the gums","The wisdom tooth is a very small, soft-tissue shaped molar (or bicuspid) which grows out of the gum and swells, causing gingivitis and a sore throat.","During wisdom tooth extraction, your gums are cut off.","Wisdom teeth can cause gum pain, and you can usually cut your wisdom tooth and remove it.","During the first few months after extraction, wisdom teeth can cause gum pain and pain, and sometimes swelling, when they come out."
107,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: medication adhd anxiety\nComplete Answer:",Adrenaline receptor blockers (Adriatic Acid) are a medication used to treat anxiety and depression.,Accutane is a drug that reduces anxiety and depression.,Advil (Naloxone),"Advil, Valium, and Zoloft",Advil is used to treat anxiety and panic attacks.,Advil is an antidepressant.,Advil is an anti-anxiety drug,"Anxiety medication is acetaminophen, which can treat symptoms of anxiety and depression.",Anxiety medication Anxiety medications are available for treatment of ASD.,Effexor is a prescription medication for ASD.
108,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: chronic diarrhea short-term memory sweating inability to regulate body temperature heart palpitations dysautonomia\nComplete Answer:",Heart palpitations are caused by uncontrolled heart beats.,"Chronic diarrhea can lead to short-term memory loss, a slow memory response, and may cause a lack of focus, concentration, or memory.","Diarrhea is characterized by diarrhea, which is often the result of an underlying health problem.",Diarrhea is the most common cause of short-term memory loss in the elderly. It is common in those who have a family history of depression or anxiety. It has been shown to increase risk for heart disease. Diarrhea can also be caused by high blood pressure.,Chronic diarrhea is a symptom of a number of conditions.,"Chronic diarrhea can cause long-term memory loss, short-term memory loss, fatigue, and dysautonomia.",Dysautonomia is a condition characterized by the following symptoms:,Dysautonomia is a disorder in which the body is unable to regulate its own internal temperature.,Dysautonomia is a condition where a person's ability to regulate body temperature is impaired.,"Chronic diarrhea is caused by an inability to regulate body temperature, especially when living on a warm climate."
109,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: ehlers danlos syndrome POTS nausea stomach pain\nComplete Answer:",POTS is a condition caused by the overproduction of bile.,"POTS (polyarthritis, rheumatic pain, spasticity, and vomiting) is a condition that causes sourdough.","POTS is a disorder caused by Ehlers-Danlos syndrome, which causes a high frequency of nausea and vomiting.",Poison eczema,"POTS is a short-term, episodic disease of the pharynx associated with ehlers-danlos syndrome.",Poison oak syndrome (POTS) is a painful condition in which the stomach does not work properly.,POTS is a severe inflammatory condition characterized by a severe increase in the number of erythema glomerulosa cells.,POTS is a disorder that causes nausea and/or stomach pain.,POTS is a form of post traumatic stress disorder (PTSD).,"POTS is the sluggishness of the stomach, which causes nausea."
112,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: symptoms of asthma\nComplete Answer:","Asthma can be caused by a variety of factors including a buildup of mucus, and if left untreated, it can result in serious and life-threatening conditions.",Anal asthma is characterized by shortness of breath and coughing.,Asthma is a condition that affects the airways and causes wheezing and shortness of breath.,Symptoms of asthma include:,Asthma is caused by inflammation and suffocation of the airways,Inhalation of mucus and the nose as it comes out of the lungs is one of the symptoms of asthma.,"Asthma suffocation, also called seasonal asthma, is a common seasonal respiratory illness, that occurs in about 1 in 2 children.","Asthma is characterized by a cough, wheezing, shortness of breath, and wheezing with rapid wheezing.",Asthma causes wheezing and shortness of breath.,"Asthma is characterized by wheezing, shortness of breath, and shortness of breath."
113,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: asthma and covid\nComplete Answer:",Asthma is a condition in which the airways become inflamed. Covid is a virus in which the respiratory system becomes inflamed.,Asthma is caused by sneezing and coughing,"Covid, or the respiratory virus, is a disease that causes suffocation and shortness of breath, and can be fatal.",Covid: Viruses of the respiratory tract that are transmitted by the virus of the same name,Asthma is a condition caused by the production of COPD.,"Asthma is a common condition caused by the viruses, swine flu, and coronavirus, which have similar symptoms.",Covid encephalomyelitis is caused by the influenza virus.,"Asthma is caused by airborne viruses, including the COVID virus.","Covid:Asthma, also known as Allergies, are a common and serious medical condition. They can lead to serious long-term health problems.",Covid is a virus which causes respiratory problems in humans.
114,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: borderline personality disorder symptoms\nComplete Answer:",Borderline Personality Disorder is characterized by a change in the intensity of one's emotions.,Borderline personality disorder is characterized by an extreme lack of empathy and self-awareness.,Symptoms include:,Symptoms of borderline personality disorder include:,"Symptoms of borderline personality disorder include mood swings, anxiety, and depression.",Symptoms of borderline personality disorder include:,Symptoms of borderline personality disorder include mood swings and self-consciousness.,Borderline Personality Disorder is characterized by delusions and hallucinations.,Symptoms of borderline personality disorder include:,Symptoms of borderline personality disorder are:
116,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: outcome prostate cancer\nComplete Answer:",Prostate cancer is a highly curable disease that usually responds to treatment.,Prostate cancer is the second most common cause of death in men in the United States.,Prostate cancer has an average survival of 4 years.,Prostate cancer is a life-threatening disease.,Prostate cancer is the most common cause of death in men and is also the second leading cause of death in men between the ages of 50 and 64.,Prostate cancer is usually treated with medication,Prostate cancer has a high mortality rate.,Prostate cancer is an aggressive disease that has the potential to kill many men.,Prostate cancer is the most common cancer in the US men.,Prostate cancer can have a life-threatening outcome.
117,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: stage 4 metastatic lung cancer outcome\nComplete Answer:",Stage 4 Metastatic lung cancer is usually curable.,Stage 4 lung cancer has a 50% survival rate.,Stage 4 lung cancer is often associated with relapses and a poor prognosis.,"Stage 4 lung cancers can be life-threatening, requiring surgery.",Stage 4 lung cancer is the most aggressive form of the disease. The average survival is 7 years.,Stage 4 lung cancer has an average survival rate of 6.5 years.,Stage 4 metastatic lung cancer is a common form of lung cancer.,Stage 4 metastatic lung cancer has a low survival rate.,Stage 4 metastatic lung cancer patients are typically cured of their disease.,Stage 4 metastatic lung cancer has a median survival of 4 years and a median overall survival of 6 years.
118,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: stage 4 triple negative breast cancer treatment\nComplete Answer:",Stage 4 triple negative breast cancer is a rare and aggressive form of breast cancer.,Stage 4 triple negative breast cancer may be treated with a combination of chemotherapy and radiation.,Stage 4 breast cancer is rare. It typically responds well to chemotherapy or other hormonal therapies.,Stage 4 triple negative breast cancer requires standard chemotherapy.,Triple-negative breast cancer is a type of aggressive cancer that has spread to other parts of the body.,"Treatment options for stage 4 triple negative breast cancer include chemotherapy, surgery, and hormonal therapy.",Stage 4 breast cancer is a very aggressive cancer that has no cure and has no treatment option.,Stage 4 triple negative breast cancer is treated with chemotherapy and hormone therapy.,Stage 4 breast cancer is treated with chemotherapy.,Triple Negative Breast Cancer (TNBC) is a form of cancer that cannot be cured with standard treatments.
119,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: best pillow neck pain\nComplete Answer:","No memory foam pillow, not at all.",Pillows can help with neck pain.,Sleep with a soft pillow to help reduce neck pain.,The best pillow for neck pain is a neck support pillow.,Sleeping on a soft pillow with some support can help alleviate neck pain.,"""No matter what pillow you choose, you should make sure to have a good nights sleep. """,Sleeping on a soft pillow will reduce neck and back pain.,"Neck pain is caused by stiff neck muscles. Using a pillow that is too firm or too soft will make neck pain worse. If you sleep on your stomach, a feather pillow can help with neck pain.",Sleeping on a firm pillow is the best way to soothe neck and back pain.,Sleep on your back with a pillow on top of your head.
121,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: numb fingers arthritis\nComplete Answer:","Arthritis is a condition in which the body's immune system attacks and attacks the nerves that supply blood to the bones, resulting in the pain and stiffness of the fingers, which are referred to as ""numb fingers.""",Arthritis is a common condition that occurs in joints in people over 50.,"Arthritis is a painful condition characterized by stiffness of joints, stiffness of the ligaments, and inflammation of the cartilage in the joints.",Acute and chronic numbness in the fingers and toes is often caused by arthritis.,Arthritis is a medical term that refers to:,Inflammation of the nerves that supply the fingers with numbness and tingling.,Arthritis is a common condition.,"arthritis is the inflammation of the joints, which causes numbness and tingling in the fingers.",Arthritis is a disease characterized by stiffness in the joints and loss of sensation in the fingers.,Arthritis can occur as a result of many different illnesses.
123,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: hypothyroidism symptoms\nComplete Answer:",Hypothyroidism symptoms include:,Symptoms of hypothyroidism include:,"Hypothyroidism is the most common thyroid condition affecting women, but can also affect men as well.",Hypothyroidism is a condition in which the thyroid gland does not produce enough thyroid hormone to properly regulate metabolism.,Hypothyroidism is a medical condition characterized by low thyroid hormone levels.,Hypothyroidism is caused by decreased levels of thyroid hormones.,Hypothyroidism is a condition in which the thyroid gland produces too little thyroid hormone.,"Hypothyroidism can cause nausea, weight loss, and fatigue.",Hypothyroidism can cause a low blood sugar and can affect your ability to regulate your body’s temperature.,"Hypothyroidism is characterized by excessive production of thyroid hormone, which causes symptoms such as headache, fatigue, dizziness, and weight gain."
126,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: birth control suppression antral follicle count\nComplete Answer:",Birth control pills are used to suppress the activity of follicles in the vaginal area.,Antral follicle count (AFC) is the count of a woman’s follicles during her menstrual cycle.,Birth control pills are contraceptives that suppress the follicles of the antral epidermis.,Antral follicle count can be used as an indicator of pregnancy suppression,Antral follicle count (AFC) is the number of follicles in your antral region.,Antral follicle count (AFC) is a hormone that controls the number of eggs in an ovaries and produces the eggs that are needed for reproduction.,Follicle count is used to determine the effectiveness of birth control.,Antral follicle count is a method of measurement for determining the amount of antral follicles.,Birth control can suppress the antral follicle count and inhibit ovarian growth.,Birth control pills (including ivermectin) are contraceptive.
127,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: glasses for computer\nComplete Answer:",Computer glasses are for use with computers.,a computer glass is the best,Optical contact lenses are available in a wide variety of styles and colors.,"if they're used as safety glasses, you're fine with them",Optical Reading Glasses,Glasses for computer can help you see through the screen.,glasses for computer,"Glasses are made of glass, which is a material that can be used to screen, adjust computer screens and display graphics",Glasses for computer screens are not recommended.,Computer glasses are made of optical lenses.
130,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: neck and shoulder stretches\nComplete Answer:",Stretching your neck and shoulder is an excellent way to relieve tension.,Stretching the neck and shoulder area.,Stretch your neck and shoulders to relieve tension and strengthen the muscles that support your spine.,"The neck and shoulder stretches will help reduce stiffness and pain from the neck, shoulders, and back.",Stretch your neck and shoulder in a very simple motion.,Stretching your neck and shoulders may help relieve stiffness and pain in your neck.,Stretching the neck and shoulders will help to release tension in the muscles.,Stretch your neck and shoulders gently as you work on your back.,"Lie on your back, with your shoulders supported. Place your hands on your buttocks and in your neck. Stretch both shoulders.",Stretching your neck and shoulder is a great way to relieve stress and anxiety.
131,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: exercises for better posture\nComplete Answer:",Positivity is a key factor in good posture.,Sit up straight.,"Exercises for improving posture include stretching, breathing exercises, and stretching exercises.",Sitting on a chair or desk can cause back pain.,"Sitting straight is a good habit for better posture, and can be helped with exercises that are low impact.",Improve your posture with yoga and Pilates exercises.,Sit up straight with one foot flat on the floor.,Sit up straight and keep your spine straight and your neck erect.,Exercises to improve posture include:,"Sitting straight is the best posture, and standing up straight is the best posture."
132,"You are a helpful medical knowledge assistant. Provide useful, complete, and scientifically-grounded answers to common consumer search queries about health.\nQuestion: headpats scalp psoriasis\nComplete Answer:",Headpats are a form of massage applied to the head.,Head massages with a soft brush may help reduce the appearance of psoriasis and itching.,Headpapping is used to treat psoriasis.,Head massage is a form of physical therapy for scalp psoriasis.,"Psoriasis is caused by a buildup of dead skin cells, which causes dryness and flaking.",Psoriasis can be treated with home remedies.,Psoriasis is caused by a buildup of dead skin cells on the surface of the scalp.,The psoriatic scalp itch can be prevented with regular headpats.,"Psoriasis of the scalp can be treated with a home treatment called ""headpapping.""",Headpats are the best method for minimizing the severity of Psoriasis.
