qid docno rel cred read
45 f2da5f86-ae33-414a-9e81-08ba84449f3b 2 2 0
45 608394bf-6ebc-49fc-a8be-c42ea9cf5b04 1 1 1
45 ad036f74-b224-49f3-87a0-ea342840ec36 2 2 0
45 7c809a24-aa0c-4338-ae7b-0787db488df4 2 2 0
51 f2aff400-d1c4-4d60-a53d-f8b82c4324fd 1 3 1
51 5c615aac-2089-4755-85cc-e43cd6d25f3f 1 3 1
51 ac4bafc4-2721-4643-9f88-c6fe1bd4290b 1 3 1
51 17d1a0d9-f54e-450a-a3e1-1b05d618115c 2 1 2
51 24fc7b78-5b7f-4118-ace9-f00b9637202c 1 1 2
51 10d4b2e8-e60b-43b0-a91a-195bf8a53cb0 0 1 1
51 054e437d-d6e2-4b56-a336-45212547772c 1 1 1
51 4dac0734-049c-40c2-88cb-71fe3ba3f5c5 1 1 2
51 500c7af4-bfa4-4209-a360-7828a861676e 2 1 2
51 46d1bbd5-2839-4289-98de-8682639d0598 1 1 1
51 851aaad6-85a7-4bd2-aabd-6b802209887b 2 1 1
51 809f8992-6fe3-498b-9bac-2a1610bd10b2 2 1 1
51 51eb6ed1-a8a8-4ca3-bdcb-df0ae2ca1fb1 2 1 1
51 6417af04-bba1-4f93-8554-adc9db355f61 2 1 1
51 2b51971b-b32b-46c7-8f30-5ba33624a929 1 1 1
51 fa028f59-43b1-468d-a07d-6757e7d4bac5 2 3 0
51 19c46a1f-4e15-4546-bd01-0cd66cc28cb9 1 2 1
51 83ed2442-7ee6-4a73-a654-488d0582d774 1 1 1
51 9fd67cb6-97d4-48fc-bb30-b4d05891e3ca 1 3 1
51 5798e34d-6aed-4d76-9b8d-e6eee345f661 2 2 2
51 27c9cf54-8447-4a05-a8eb-ad23e60c2a7f 2 2 1
51 5a2249f9-6c1f-4532-88a6-7788afe4deb3 0 1 1
51 c17049e3-be73-4f52-bfc2-6b6101f963cf 0 1 1
51 bc03aad1-7b16-414e-bff1-3231512f655e 1 1 2
51 0d3dfb18-35a7-49dd-8226-d7c43194092c 1 1 1
51 466fc801-5cdb-4bd0-b896-7ada32bf8093 0 1 1
51 6d317cf0-0ab3-4b20-8ffa-96618d5958b2 0 1 1
51 20b0f856-6fcd-446e-bbee-dc6ba451ab07 2 2 2
51 63cdefc6-15cf-46a5-9248-82b0cf20cda0 1 0 0
51 fdfb27db-f226-4bff-a6a2-8b8dac4ab629 1 1 1
51 8316c0dc-bbce-47d0-83bc-0bc474757e30 1 1 1
51 960faf8a-b171-48d0-99b6-749b1554b730 1 1 1
51 188310a0-f586-492b-b939-2cda0554870b 1 1 1
51 980eb6ea-f9af-44c5-91a0-e8b9b6a9a154 0 0 0
51 b874a9c1-a317-4d1d-a9db-dabc3c320003 1 1 1
51 f894c5d7-d83e-4f57-b278-e35380300c14 1 1 1
51 0de1bb4d-5e3a-49bf-91b6-ca67d087436a 1 1 0
51 c0728175-e67a-4297-9187-36d187648d94 1 1 1
51 be76ede0-38d8-4fd8-b3c3-fe9281e52234 1 1 0
51 72af63f3-af31-44e2-afd7-461259e26769 1 1 1
51 48274afa-94b4-4541-a5de-4533ced29125 1 1 1
51 b2a6eaf9-0097-45cb-b530-b345727f8115 2 2 2
51 7d0bf40c-8672-486a-b996-1d409e14dd42 1 1 1
51 9bf973cb-a23e-49e8-908c-0887100b7540 0 3 1
51 0c47fdd4-5b85-4ef1-95e9-602037bf7cc4 0 0 0
51 2802205d-a2c3-4ade-9082-7fa6a0469db8 1 1 1
51 16bef308-99cf-4b75-829e-eec454b78541 2 2 1
51 e92cea36-6151-46c3-b59e-e5853558555c 1 1 1
51 571e8974-022e-4a15-8881-b9a8498b26b4 0 0 0
51 c7deda96-1369-44ac-8143-c288f78f3faa 0 0 0
51 d7de1f8f-3344-49da-89f4-236449762f51 2 2 0
51 71b600cb-9133-45da-abda-93b7e4ef66ab 0 3 0
51 be2d0b2d-9c2b-45e6-80b4-45f46843d80b 1 1 0
51 e6a51638-1bb9-4ab8-a7bd-40e5ede97dd7 2 1 1
51 0cb8f9f5-53ba-498e-88a2-b80ecea5a527 1 1 1
51 04d51a04-0e90-48aa-b06f-5395f8c6bc5f 2 1 1
51 6498c018-5dee-4196-b596-c2ac253733d8 1 1 1
51 6d769dbc-5838-43e7-9203-a4ecfd2aaf6b 1 1 0
51 c0913e19-f978-4b33-a199-b07f47df4b8f 0 0 0
51 dc96c456-0bce-42ef-a991-67a7fa2ed4b8 2 1 1
51 4ea9a391-c181-4999-8d0d-0c97df2f8a2a 1 0 1
51 2c6fa08b-e4a1-48e6-9d5f-847989532292 0 0 0
51 d9557f72-8649-4b53-b020-ded8c079aad2 1 0 0
51 818158df-0aa7-468e-86a6-40a3a042eacd 0 1 1
51 c83d9801-74be-4334-9042-bb449d2651ab 2 2 0
51 8e461441-27e9-41cf-939a-7cedc74934b3 2 1 1
51 c9c24728-ea1d-481c-8395-d7a2120dc53b 0 0 0
51 97e3b3f1-46dd-4ca7-89fd-e6a64d54dd42 2 1 2
51 0dfd82b1-5327-466f-ac36-91d3e6ab54be 1 1 1
51 f32130ff-dcfa-4a27-aa2c-41ebc2665102 1 1 0
51 05e6e832-712b-47c4-bd09-45ae00d9315b 0 0 1
51 94d13141-fe0f-40e6-9140-896d05e5a692 1 0 1
51 8dd87929-1185-495c-8b76-cc1c18dfb08b 1 1 0
51 ee8c1b4c-a006-4e90-9402-336f0dd4e2d8 0 0 0
51 3c07c2cb-65d2-4b20-ad35-3800d8a4f1f9 1 2 1
51 60a11b9d-01e2-4450-aa62-a779d4be2d86 1 2 1
51 dc17310c-8cec-4c6d-bd8f-648d0167a12b 1 0 1
51 8a4cdb61-db03-406b-9554-465be6679d1d 1 1 1
51 340107cb-56b2-40b2-9c97-e683011e5707 0 0 0
51 e64aa8a2-f5e5-4a3a-980a-eb2e3ec98c42 0 0 0
51 1f704375-cbfd-482f-9727-df24bb11fbb0 1 2 1
51 5826a44d-7c00-4b37-9111-0744fa1c4dec 2 2 1
51 2e7f767a-07a4-45d5-a719-b5711f4bac98 1 1 1
51 f6f5cd43-e416-47e6-875a-5f0af07865b3 1 1 0
51 830aedd5-edde-4c03-a938-d6902c30fe72 2 2 2
51 2a7bb85c-dd47-4123-9dc0-0af8170dc802 2 2 2
51 e24be295-c03a-469f-a694-0a653a010985 0 0 1
51 b69bbd25-c3d8-4282-8179-5715c2924616 1 1 1
51 eb53c77d-0e42-4bef-8003-9b48b79715a2 2 2 2
51 4c377da3-4e2f-49de-a2dd-8bbe94224c30 1 1 1
51 57948726-228e-4b59-835d-397500456fe7 1 0 1
51 31f320c6-e76b-45b1-b3cf-cfed88305bc4 1 2 0
51 f06fa7a9-4ac1-41ed-9ad8-6c7e81d3ef4a 1 1 1
51 9eeb903f-267b-4aa4-bbed-97ae2406da4d 2 1 2
51 d67030cc-86f9-467b-aced-1b0c5f485b89 1 0 0
51 bd1c558e-e21c-4276-a8bf-9efed40a95b3 1 1 1
51 51c49408-2edd-4114-b68f-646463d14346 2 1 2
51 e96e1a78-0cd2-4afb-8878-41312bb8300e 1 1 1
51 0c5c0ddb-e8fc-4c7c-a3e9-1fb863f54b4e 1 1 1
51 21911443-747c-4f93-8e04-07bec761fa45 1 1 1
51 8ce5fa95-5057-4a33-955f-1dbfd5461071 0 0 1
51 76efb0a5-624a-4d8b-af26-92a4b421d9a1 1 1 1
51 2b09ef50-8929-477e-8470-d5eaba2f6bd9 0 0 1
51 aad1a181-e6fc-456d-aaf0-deaeae84f9a6 1 1 1
51 b8170797-4966-4c57-a688-5c06ec7566a9 1 1 1
51 6a2b7493-03ef-4784-8bb9-f974329ddbbb 1 1 1
51 8acb4772-a108-49d6-9f3f-fdf3b78bd888 0 0 0
51 6d282563-ec75-43b8-84ff-a47aeff4bf2f 0 0 1
51 d43275f3-e9a5-4701-9b34-c0b4605642a2 0 0 0
51 58f35ef3-64d0-4ed8-9d7a-85298b4517d1 2 1 1
51 2a0e2eb8-f01e-4549-b93d-3e764430b8e9 1 1 1
51 b2f9d9df-97f2-4f4a-9c8e-5527e2bcf028 1 1 0
51 ba72ad13-5ad8-40f4-a83c-4c3743c7fade 2 1 1
51 f2ef8704-081d-4f07-b153-d28ba16c8f77 0 0 1
51 cd20e122-1b89-48ba-8d78-a925eb3b5db9 1 1 0
51 43215447-cb5c-4870-ae4e-7ab3be9e9e33 1 1 1
51 fe441d97-c782-4f15-b73f-d5dd5d866132 2 1 2
51 5b39f7da-ee18-4888-bf1d-8aa4481bc144 0 0 1
51 8a6da1e6-3225-4646-9275-e6f3b4973b9c 1 1 0
51 f3a92cf7-2e93-4fd7-b096-c9756d00dcda 1 2 2
51 62688f54-fa77-4232-8223-490e46be6341 1 1 1
51 a0a0d7c2-5cc2-408f-bd2d-1ee64912d09b 1 1 0
51 fe822672-608b-497f-a3bd-f1067739de21 2 1 0
51 450ee45c-25de-4333-a32a-68e59ddb9b4d 1 1 1
51 6bacecd3-472e-421c-b1b6-9ea60874527b 2 1 0
51 434d0f1a-027a-4d8d-b537-a36f86b2e025 1 1 1
51 e0066801-fd7c-4879-9de1-1956f9f18d26 2 1 0
51 9f052f2b-6356-4d28-baeb-9dddb543cf30 2 2 2
51 d55a9fdd-dbe3-4f72-b914-90307ceae049 0 0 1
51 eaf7fda2-0c9a-4b19-aa5e-d1b9f352d04f 2 1 0
51 936e0e7e-cbc6-4e8a-be86-a0f72ff91de9 2 1 0
51 8c244474-9271-4141-8e8f-020499c0b7cf 2 2 2
51 4a4efb63-ffee-4a0d-9ed0-a70678754709 0 1 2
51 0afe9c57-2455-4d57-b809-4eb80689cbc7 0 0 1
51 37bf69a2-8df6-4130-8ba5-2b5a2f4522ec 2 1 1
51 d2d2e1fd-9dbb-44c1-9344-ee4a5360889f 1 1 1
51 81183ed3-ed78-4887-8ef8-ec93fbef4850 0 0 1
51 9e37d1ff-0026-4ad2-86c4-b304e7c5ce3c 0 0 1
51 7e75afc0-40cd-4033-a2c8-eb01e5fa2e61 1 1 1
51 a3cfb759-adfc-4fc3-8ca0-45756432c29d 0 1 1
51 9895d8b4-7264-493a-b92a-09024c9db403 0 0 0
51 f4ea454c-6554-4252-8170-a1b2e5219c73 0 0 1
51 dd04ebc0-5b5a-49cd-83ee-3881dbe2fde4 0 0 0
51 35e2ba8b-1716-4498-b237-f5b2c5818b9f 0 0 0
51 940c9a05-985b-4d7e-b50b-3c4f69a0c762 0 1 2
51 fecb4726-63bf-4de9-85fc-024d955449e4 0 0 1
51 115ba866-d4fc-4690-9156-6203da79c500 1 1 0
51 a279a658-01dc-4f8a-ba52-6d900979e1fa 2 1 1
51 235375a6-3912-4bf7-b66e-b9c0984a917e 2 3 0
51 341562d8-fbe5-440a-a014-9333f534b695 0 1 1
51 bfa842e4-3c43-4730-af11-da1a98a95500 1 1 1
51 0a568ea0-d142-4d16-9216-21a1a31ab23b 2 1 1
51 30ad5bc6-5a7e-4c16-8f1d-dbd096728d5d 0 0 1
51 62213693-80c2-4b38-9323-064ab506fb93 1 1 1
51 98929709-7d75-4602-8622-7292d32e35f3 1 3 1
51 d9c4c731-b6c4-4eaa-bbff-4081b0539ff9 1 1 1
51 765af893-a426-4bdf-a237-c7c6b6393b9a 2 1 1
51 918ee524-567e-4fcd-a0ed-9d32facaf063 0 0 1
51 ec83049e-13ad-4081-83d9-b834c4cb05cc 1 2 1
51 cb5cb540-4831-473d-baee-898cc2a03cd3 2 1 1
51 dde54c33-51b7-48ba-b47b-a166d0e29aba 2 3 2
51 f054eb46-7bef-480d-8ea5-a54f767e7803 0 1 0
51 9d0ba939-a6ae-4f15-b84a-7b2a83084f1f 0 3 0
51 5821319e-9043-4052-bb0d-d132254e7e82 0 1 1
51 aadd19fa-f24f-4941-8a66-10ad959ee26c 1 2 1
51 35305b70-d7ef-490f-b98b-14c857ed748d 0 1 1
51 457afb18-acd4-4e78-9af9-1bb3f35ab683 0 1 1
51 16409f6f-64a6-4a38-82de-81fa36285c48 2 2 1
51 7c532043-b70c-42cc-9b28-5898d06fab2e 2 2 2
51 0ba233f1-3c39-445a-bb51-22868353ea13 1 2 1
51 1e4f1a5b-dca8-4807-a9bf-1c528b17fbe1 1 1 0
51 e11e62d3-9d08-425a-9ef4-235a0975e1cd 1 0 1
51 55dd352b-fad8-4281-adc5-e6073ad0e3c9 2 1 2
51 24d56437-8fe5-42eb-9b44-2ffe9010b65b 0 1 1
51 c2e4ed7f-06b3-458b-9f47-067f11f189af 2 1 1
51 5d48781b-9ddf-4ab5-b0e6-7fd7211d3092 0 1 0
51 26bff591-a87f-4dda-b47a-430b77799462 2 1 0
51 d3baa66a-c1aa-4c91-8a09-a56ab252730e 0 0 1
51 14020f36-3221-4ea4-a67c-6ca6daa4590b 0 3 0
51 f12625de-b8a8-4da5-b553-d7c5048b6d49 0 1 1
51 0fc77594-27c1-45d8-a399-aff0f64dd585 1 1 1
51 abdbf3bb-efba-4159-a1e6-e5d55d2ce89c 0 1 1
51 f6c9a570-8de7-46c5-840a-93c166a3565a 2 2 2
51 d41dc386-111e-41a2-9ff8-e5bbe249a803 2 2 2
51 2d13c075-3e56-40b3-bd8e-870c97afd3d1 1 1 1
51 88b6376e-6f06-45fa-9506-cf8e03d04ae4 2 1 0
52 a12f2ab5-92d8-4d41-a023-d4607fe5bfdb 1 2 1
52 0c18fe0c-036d-4c44-a8eb-395a6e79d2d2 1 1 2
52 456047be-0f50-4a70-907e-214abff515fe 0 3 1
52 714bf1d7-3a27-422c-89ce-f6bd15300612 1 1 0
52 412c2fab-50f2-4da0-bd9f-09b612a2a89b 0 3 1
52 1196b43b-cce9-4ee2-a619-353753883c63 1 1 0
52 7ada5eea-5fbb-4b2c-a97f-ec7179cc1867 1 2 2
52 9fd890de-4084-4a79-abb2-f34300c2ee45 0 1 0
52 e2a81278-222d-41b3-8fbd-6c595179d641 1 1 2
52 4e964d3b-803e-4777-928c-82c8f640db2f 0 2 1
52 09100a42-34d3-4dce-b034-6e89f5558b00 0 1 1
52 1b6c7c6a-5d5d-4988-a320-f168667307f8 0 1 1
52 1be94889-e37a-47f2-b228-c3145443a128 2 1 1
52 457d365b-44ca-4030-9a82-9eb0da90a8de 0 2 1
52 aeb403ab-cf2e-4764-8acd-93eaf023122c 0 2 1
52 b440773e-d955-45fa-ade3-b885d6e096d1 0 1 1
52 a123f012-d8c8-44a4-b192-36ae6f9cb046 1 2 1
52 872fa854-7b4a-48a5-b59c-6f3eaf083e9c 0 3 0
52 472e66ff-6bdf-46ea-8e9c-674d6ecff072 0 3 0
52 d2da7fa2-2a09-4de9-87ec-64b5aeb52a0a 1 2 0
52 625a6951-cc92-4734-9444-b251fbcc1b97 0 2 1
52 2a0fd10b-6775-4d7c-a7f6-7304a79e5c4e 0 1 1
52 ebaf5350-ed5e-40f1-ab94-29455c7e28ae 0 2 2
52 c0708ec0-ee82-4c6e-a299-b648e89d2b70 0 1 1
52 64ab91c0-1724-4fa9-8fd9-f429dae98a68 1 2 2
52 df78368c-0af4-4647-beac-7eed835f60ab 1 1 1
52 dd6ed93a-0642-405d-9b67-f3c9c064c720 0 2 1
52 71b2f2b9-433b-423c-9936-36b72b1140f5 2 2 1
52 a2fdb667-fc71-4665-8d0d-7127568397f6 2 2 1
52 695dfd27-a950-4452-afdc-88d49d219851 2 2 1
52 9a1cceb0-d7b9-46ec-83d7-68ad0a73e525 0 2 1
52 5d82f048-1ce7-484b-a5b9-802a2973c546 0 2 1
52 a0eb3013-2993-4481-bdc4-8c9c0601ca23 0 1 2
52 eb9a15e3-0ad3-49c0-8c2a-54a9e3dd3345 1 2 1
52 5b7c6164-4013-4b19-abe2-d6bc7bde84c2 1 2 2
52 7a5d9b25-e7da-4c49-8829-c369a27bb602 0 2 0
52 d16874bc-9c85-496e-beb8-4bdad423d53e 0 2 2
52 f3d6fef9-3b46-4da7-9732-3a114e1ade61 0 1 2
52 b71dee46-1242-4a36-adc2-60a16dcecaff 1 2 2
52 5a24349c-5654-4a40-a21a-185d95ed2074 2 2 2
52 7aff481a-8ee9-4924-acc1-4774ee161179 0 2 0
52 9ad4f373-ae87-4f42-a3a3-1a53cb6be65a 1 2 2
52 bf6e0763-89a3-42c4-9f53-fab1c0331831 0 3 0
52 e68992ea-f2b2-4505-8819-1e95b519006b 0 3 1
52 90cbe65d-040c-40eb-a458-e89ec697cee1 0 2 1
52 a96a50ed-2a27-45cf-9c8a-6abf98ebdc69 2 2 2
52 d4264817-32e4-47e0-baa1-a39bf1819310 1 2 2
52 e9c6b204-929b-4026-9e2c-94a496e0f941 1 2 2
52 e3323a34-ea88-4f65-93f6-6381fd96436f 0 1 2
52 d7d6e8cd-5993-4502-82d5-8bb4388ff476 2 1 2
52 deba0fde-ad3c-4177-8731-8f4f819c3a45 1 2 2
52 d5732fcb-679c-4872-a4bf-c3a68e2ff154 1 3 1
52 4a8c5d85-b2d0-43bc-83f4-c1acfe0b3481 0 2 0
52 ca4b4c31-d5d3-41f7-98b8-8555afda9292 2 2 2
52 63bf3994-536b-4455-a340-04da3db0d422 2 2 2
52 7a79bdf6-5e98-43db-a523-de5c83573723 0 1 2
52 30002270-3664-449a-87c7-011d629bfdfc 1 2 2
52 cc178825-e680-4a1a-8c71-6de2b0774529 1 2 2
52 f68e094d-246c-4a1a-8afe-652f6beab1b8 2 1 2
52 9f3ab0c2-af9f-4b02-8055-8632fac3e937 0 0 2
52 da719997-e82a-4210-b8b3-d493a8e175e1 1 1 2
52 cc67dabc-3be5-4e80-bd32-61046905964c 0 1 2
52 ddd8d4fc-2b27-44c9-99b9-5657387cdd62 1 1 2
52 82ecc92a-0b72-44bd-96f6-3b0c3e6c144a 2 2 2
52 1d4fd4dc-cea5-4476-8e81-135528a6f27b 2 2 2
52 c987ce10-9af7-45db-ac1e-b52d21242222 2 2 2
52 6dfd2cd2-0cea-4aa5-a9a2-4e60880104d1 2 2 2
52 ef754cba-5de6-4e56-ac28-fae1ca9c9a89 1 2 2
52 e5ac8932-1a69-488d-b126-0ff2c20dd28c 0 1 1
52 84ed0940-d901-48da-a1e7-341e844b6de9 0 1 1
52 b2ae9c93-b4db-4538-8711-87be8ae270a0 0 2 1
52 5e93152d-7a19-4607-a1f2-0014f386e136 0 1 1
52 4bc7e5d6-46e0-41d3-9728-18f6c1682e14 0 2 1
52 fcce975b-598f-4a33-90f5-e333c606926a 2 1 2
52 0d2129d8-5b1b-4bb6-b435-b8b75903ab05 2 1 2
52 5d27acde-ec5a-4073-8d15-09b71c81679b 0 1 1
52 ce03ca1d-f779-4a03-9b43-df4a278c5496 2 2 2
52 31f014db-f107-4c05-8cbc-a4028d6125a2 0 1 1
52 9bbb16b3-7e4a-4b62-81bb-661f48c685e3 0 2 1
52 ff0d6a20-69a1-44f1-972a-5729a913ea11 0 2 1
52 58b3cc0a-0531-44cd-bc4a-5dd1ed910c1f 0 3 0
52 71e05261-c792-4c86-ac72-6a6b37d55d51 0 2 1
52 335ee705-1aa1-4e20-85dc-48e204650e3f 0 1 2
52 bb26749b-de44-41b5-96b3-0b476ea0668a 0 1 0
52 0471f457-e64f-4fdd-9815-b889f4643b97 0 2 1
52 ca28455a-21b7-4f9e-92da-6bd534b28fc0 2 2 1
52 be80a3bc-8128-4222-af75-cd62c42ff581 0 1 1
52 c6cc94d6-df4e-48f7-ba05-6eb8526573bd 0 2 0
52 d132f064-2311-4d24-abb7-737df549c329 0 2 0
52 931b91ea-bbb6-4185-9ba6-9b909a6518db 2 2 1
52 fbdb16f0-ae04-4059-9b25-36676e47b38a 1 2 0
52 4fc63d7a-0852-4003-9ac3-afc2efab48c1 1 1 1
52 9bc0e8dc-1f94-48b9-93fb-d563e1abd707 1 1 1
52 8bb6b621-76dd-4fe4-9766-cb5d74fc8096 2 2 2
52 c27b312a-7d1e-4e8d-b200-7a65a0f1229a 0 2 1
52 4cccdb9d-05b1-403d-9cf2-5dcbe146d2cb 0 2 1
52 a42a7867-c6cd-41e1-9f20-9124745ccc89 0 2 0
52 6f360d72-24e6-4d31-a019-a5ad1006a6b4 2 2 2
52 5f850266-3514-4041-b8ef-3634653953ba 0 2 1
52 78e41bce-3c84-4059-926b-2d920803ba7b 0 2 1
52 64fc4754-8a9d-44e0-8bf6-a121a4864eeb 1 2 1
52 e6ab23e9-9d83-4c75-92e7-445db55795f4 1 2 1
52 065e29c1-0b16-406b-a88f-0150d80231a1 1 2 1
52 cb3304fa-7027-49d4-871f-a0637a76da42 1 1 1
52 fcebf9d1-9d1b-4426-a39f-720878db52eb 2 2 2
52 7a599feb-b2fd-4f62-a270-522d5de17d29 1 2 1
52 e1598ef8-6711-40cd-8a78-b7f8f24847e0 0 2 0
52 ee2664ed-09f3-4bc9-ab18-e2c6a3420bd8 0 2 0
52 50b7d5b3-985e-4612-896c-eea3838833f3 0 2 1
52 96978682-3930-4abb-ab51-604617c150a0 2 2 2
52 a5fca729-f932-43f3-bb33-8d89f81605eb 0 2 1
52 830bfd36-cb12-4763-86ba-413b6e557edb 2 2 1
52 fe18f830-37d7-40a0-8f1a-0a93986c8fbe 0 1 1
52 0b934686-369c-497a-873d-12747a6b3291 0 2 1
52 23641814-896e-4d99-b9a6-58a673776272 2 2 2
52 d881ee12-0aaf-4491-8a35-b85f478ccf2d 1 2 1
52 a865138c-2cbf-4da9-8c84-43b1d5522683 0 2 1
52 0f4b67e0-81a2-4840-8e22-8875cffd2c29 1 2 0
52 970030a6-7f13-4c38-8122-65c23cca6d2a 1 2 0
52 a0e42f0f-eb07-4f11-8f6d-99fdc800f152 0 2 1
52 8a4d5710-940b-4cd2-b127-fb62fc63b0dd 2 2 1
52 de7df893-60d5-4514-bcb6-23951f033cf5 0 2 1
52 84aecb18-4c44-478e-ae1f-eb384301a3dc 0 2 0
52 58f66803-e5b6-428e-a602-189cc201398a 2 2 1
52 b9776e3f-fa72-437d-85c2-e3f7c8df56f8 0 2 1
52 ed4fc688-2d10-487b-b24f-81523ad76037 0 3 1
52 23e1e82f-2a54-4edf-a405-04ec7c562f8d 0 2 1
52 2703f0f5-8f04-4032-acd2-e5f737777963 1 2 1
52 adc7ea49-8f73-4a87-8ccf-3c8a7bbad026 1 2 1
52 95d39539-8119-4ce7-8e62-e4ebbf1d3a53 1 2 1
52 4c7e18f0-83d5-41a6-8c9e-a31f75c2ba82 1 2 1
52 d4025b05-9a36-4ec7-bf92-689ecb0c2219 0 2 0
52 fea5ba96-d2c9-4fdc-88b5-6a1c304e210a 2 2 2
52 0e951dbf-84c2-4d5b-82b5-b69d412d243e 0 2 1
52 5fb51bd0-96a2-4311-ac65-42271bffa847 1 2 1
52 6f28f206-cf8a-4eac-8428-4d0e93dc6c3c 0 0 1
52 6db7afdd-4063-46a5-934f-40e32c2dc62f 2 2 1
52 ac95d159-ffce-47f4-b296-5535b30793dc 0 1 1
52 323e91c9-0579-455b-86b6-65c65db33036 0 2 2
52 934a4bf3-1353-49c6-ab8b-ad62dfe54a9c 2 2 1
52 50221353-3464-460a-8ef8-e05ee67741e3 2 2 1
52 75e90883-093b-4c79-844a-88c09c6702fd 2 2 1
52 865a9211-abb8-4db0-b599-45d4ae01bc62 0 2 1
52 4be62bc9-ea1d-440f-9b25-110cd7456ca9 1 2 1
52 3d1106fe-7483-4246-ba21-169240e5ee0f 0 1 1
52 27ddee6d-b857-4475-a96b-4d371403eb96 2 2 1
52 4a6e363c-b1c6-4ae1-89d6-1262e96c6b1f 0 1 1
52 d10152af-c36d-4b5d-b655-c641a5d29d4e 1 1 1
52 4dd3f7ba-f36e-423f-beb5-3c9fa270d99f 2 2 1
52 de185778-cec6-49cd-bc58-9cd098c2c1a6 1 2 1
52 c1ea4ddd-cdbb-462f-8d63-885c54dca573 0 2 1
52 29b82742-1275-47f2-bdcb-25188d75cb2c 2 2 1
52 59bafb8f-5ef8-451f-99b3-e94a60522720 0 1 1
52 466d4eaf-c8f9-4927-af92-3e0975c6ee91 0 2 0
52 3c9e1045-a621-44db-9ade-2e958478e780 0 0 1
52 6b999d13-33e6-4b14-a0ba-a976fbff73ad 0 1 1
52 55a151b2-e76c-4e71-adfe-c2a7a14e7f9d 0 2 0
52 3b0ce9c1-eaf6-4df1-bd7f-b20c4cbd725a 1 2 1
52 40cb6ec2-b39a-4afb-a51f-5d7249f8c57a 2 2 1
52 3d8a8ff0-82f3-476b-89b0-9509e601b652 0 2 0
52 cccfe20e-0b11-4d86-b0e7-a4e98ccaea26 2 2 1
52 024162c9-7807-42e6-8343-8629792360b1 0 2 1
52 512ff565-0b6a-4c04-9f0b-f8adb146c205 1 2 1
52 59bcd920-85d1-43fc-ba54-8fd0780382b4 2 2 1
52 ac64710f-5be6-4338-81bf-f449341dbfc7 2 2 2
52 ec51dcfd-82ef-42c6-83ba-c2c1d9b6d8bf 0 2 0
52 1f0d7387-81e1-4785-aa09-b7e6087e2436 1 2 1
52 5021a49c-9009-41c9-ba99-a638700db6c5 1 2 2
52 6a0b47cc-610d-4e09-9e79-9f17f158cb2c 2 2 1
52 bb3c4617-912b-48b9-9682-5b618582df84 1 2 1
52 8905f6e5-2618-48dc-bd35-dbe087a83f8f 0 2 0
52 8cbfab1b-a8ea-49e3-a534-b18bf45c7c01 0 2 0
52 c398c703-9b03-4563-bbe3-8e6f7071907c 2 1 2
52 aa095f7f-6a2a-4fbd-b125-5d6573325b3f 0 2 0
52 863a6c38-27c1-4bf6-8946-fe14ed7d0042 1 2 1
52 aaa9bca0-31b9-4cdf-aafe-6fe0d5b48136 0 2 0
52 fd80a8af-22b3-4c08-b077-65944f4a4c91 1 1 2
52 209ce510-535f-41b4-b2e3-33d1465c40c0 2 2 2
52 a5e149ca-441b-428f-a332-ed26914829c1 0 2 0
52 f00281aa-179b-4277-b4d8-44274228582d 0 2 0
52 538bbee4-2ffd-4ffb-96cc-a23df713d9cd 0 2 1
52 5c62f5ea-5edf-4724-902e-849b79e33b6b 2 2 2
52 ac7ed971-34c7-499d-b53e-4a7d3eda9d28 1 1 2
52 7b641ce4-3a6c-452d-908c-13c30d736c65 0 2 0
52 b2a31ce2-ef28-47dd-9800-074c29387605 0 2 0
52 5fa0612a-f268-4552-81b5-dbaad09d86cc 0 2 2
52 f1fb7f5f-c0d9-458a-aa18-7e0052db176c 0 2 0
52 fa2a571f-2087-4dab-8b55-f94392630107 1 2 2
52 c37094f3-1009-4570-8dca-4e9a540f1e97 0 2 1
53 c57300ed-8d90-4479-ac9c-910ac779b4d8 1 0 0
53 bc330ee8-322c-4725-b292-effb352a5841 2 2 2
53 19043139-60bc-41b0-a69c-f72699cb2f09 1 2 1
53 114ed7fd-75e2-4aef-bfc1-ad8655636bf5 2 2 1
53 7204fa2d-ce3b-447e-af96-bc02343f7809 0 1 1
53 8bfd19fe-1f58-4094-ad20-f27460761603 0 3 1
53 c8e3433a-e733-40ba-b598-c0be44b8c6c9 0 3 0
53 4e41ca60-2124-461d-b04d-6dcea6598794 0 2 1
53 37cde013-4e0f-40f6-b6be-1025d75536d2 1 2 1
53 c7087ca7-07b1-4a83-8b4f-750f42e2b248 0 2 0
53 b249b0a3-dc8b-4eca-ac49-53d6e5d4c3d9 0 3 1
53 981a673c-eac7-444d-bd26-0dfece986d88 0 2 0
53 0f93a45a-b47b-40b0-a15f-ef97237f2ae7 1 1 0
53 036b5593-d247-49aa-894d-cdb2f709eb0b 0 3 1
53 71184769-01fe-4276-bc93-1d4a7753d3ed 1 1 2
53 4b7636b2-33cb-4155-8ef4-1bdaf9cf2a53 0 2 1
53 638037df-0d96-48fa-93ea-3efddc1979db 0 2 1
53 d36295de-a94b-42ac-b1b1-bf2c7c807246 0 1 1
53 28cfb261-43c5-43f0-8c4a-e7b5fed9f27f 0 2 1
53 7e6cdad4-a178-4cde-9435-7f64c1acab75 0 1 1
